Month,Campaign,Clicks,CTR,Cost,Conversions
6/2016,MS Global Studies & International Relations,13,0.0243,172.82,2
6/2016,MS Global Studies & International Relations,9,0.0153,90.94,2
6/2016,MS Global Studies & International Relations,10,0.0157,121.58,4
6/2016,MS Global Studies & International Relations,10,0.0243,144.76,0
6/2016,MS Global Studies & International Relations,9,0.0214,93.12,1
6/2016,MS Global Studies & International Relations,7,0.0128,82.12,0
6/2016,MS Global Studies & International Relations,13,0.0191,151.4,1
6/2016,MS Global Studies & International Relations,9,0.0119,142.65,2
6/2016,MS Global Studies & International Relations,16,0.0246,209.73,2
6/2016,MS Global Studies & International Relations,15,0.0218,203.32,5
6/2016,MS Global Studies & International Relations,9,0.0251,161.95,1
6/2016,MS Global Studies & International Relations,4,0.0104,63.93,1
6/2016,MS Global Studies & International Relations,9,0.0251,150.21,2
6/2016,MS Global Studies & International Relations,12,0.017,148.51,1
6/2016,MS Global Studies & International Relations,11,0.0152,156.68,1
6/2016,MS Global Studies & International Relations,12,0.0162,127.45,2
6/2016,MS Global Studies & International Relations,6,0.008,78.04,1
6/2016,MS Global Studies & International Relations,13,0.0183,124.34,0
6/2016,MS Global Studies & International Relations,7,0.0108,101.27,0
6/2016,MS Global Studies & International Relations,13,0.0213,159.9,1
6/2016,MS Global Studies & International Relations,11,0.0181,145.18,0
6/2016,MS Global Studies & International Relations,1,0.0067,13.74,0
5/2016,MS Global Studies & International Relations,1,0.0145,4.73,0
5/2016,MS Global Studies & International Relations,7,0.0588,92.65,1
5/2016,MS Global Studies & International Relations,9,0.0156,108.76,0
5/2016,MS Global Studies & International Relations,9,0.0134,115.44,0
5/2016,MS Global Studies & International Relations,15,0.0185,182.68,0
5/2016,MS Global Studies & International Relations,14,0.0162,155.47,3
5/2016,MS Global Studies & International Relations,18,0.0247,226.21,4
5/2016,MS Global Studies & International Relations,13,0.0136,172.09,3
5/2016,MS Global Studies & International Relations,14,0.0169,161.63,1
5/2016,MS Global Studies & International Relations,12,0.0166,143.78,2
5/2016,MS Global Studies & International Relations,16,0.019,210.06,2
5/2016,MS Global Studies & International Relations,16,0.0188,239.94,2
5/2016,MS Global Studies & International Relations,19,0.0234,239.67,3
5/2016,MS Global Studies & International Relations,20,0.0243,237.87,2
5/2016,MS Global Studies & International Relations,11,0.0119,130.76,1
5/2016,MS Global Studies & International Relations,15,0.0202,196.95,3
5/2016,MS Global Studies & International Relations,6,0.0088,66.8,0
5/2016,MS Global Studies & International Relations,16,0.024,218.54,2
5/2016,MS Global Studies & International Relations,14,0.0162,164.8,3
5/2016,MS Global Studies & International Relations,19,0.0314,238.17,2
5/2016,MS Global Studies & International Relations,12,0.0124,135.52,2
5/2016,MS Global Studies & International Relations,15,0.0162,183.04,1
5/2016,MS Global Studies & International Relations,12,0.0192,192.43,2
5/2016,MS Global Studies & International Relations,11,0.0199,132.63,0
5/2016,MS Global Studies & International Relations,9,0.0151,120.69,0
5/2016,MS Global Studies & International Relations,4,0.0047,59.16,1
5/2016,MS Global Studies & International Relations,9,0.0103,94.4,2
5/2016,MS Global Studies & International Relations,17,0.022,226.63,3
5/2016,MS Global Studies & International Relations,15,0.0152,187.43,2
5/2016,MS Global Studies & International Relations,11,0.0166,139.22,1
4/2016,MS Global Studies & International Relations,14,0.0222,215.53,0
4/2016,MS Global Studies & International Relations,12,0.0171,139.47,1
4/2016,MS Global Studies & International Relations,13,0.0156,168.46,1
4/2016,MS Global Studies & International Relations,10,0.0115,97.64,0
4/2016,MS Global Studies & International Relations,9,0.0128,108.11,0
4/2016,MS Global Studies & International Relations,15,0.0193,207.11,5
4/2016,MS Global Studies & International Relations,8,0.0121,121.39,1
4/2016,MS Global Studies & International Relations,6,0.0139,75.99,0
4/2016,MS Global Studies & International Relations,7,0.0122,102.31,0
4/2016,MS Global Studies & International Relations,8,0.0111,133.3,1
4/2016,MS Global Studies & International Relations,12,0.0151,143.31,3
4/2016,MS Global Studies & International Relations,9,0.0112,115.45,2
4/2016,MS Global Studies & International Relations,18,0.0215,207.72,1
4/2016,MS Global Studies & International Relations,12,0.0204,171.62,1
4/2016,MS Global Studies & International Relations,4,0.008,60.53,2
4/2016,MS Global Studies & International Relations,8,0.0107,115.99,2
4/2016,MS Global Studies & International Relations,8,0.0085,113.31,0
4/2016,MS Global Studies & International Relations,16,0.0182,178.32,0
4/2016,MS Global Studies & International Relations,15,0.0138,223.39,3
4/2016,MS Global Studies & International Relations,15,0.0152,216.62,0
4/2016,MS Global Studies & International Relations,13,0.0163,224.98,2
4/2016,MS Global Studies & International Relations,10,0.0151,176.39,1
4/2016,MS Global Studies & International Relations,15,0.0184,201.06,5
4/2016,MS Global Studies & International Relations,16,0.0148,212.17,2
4/2016,MS Global Studies & International Relations,13,0.0113,135.04,4
4/2016,MS Global Studies & International Relations,10,0.0089,149.76,3
4/2016,MS Global Studies & International Relations,17,0.0171,237.92,4
4/2016,MS Global Studies & International Relations,14,0.0161,208.25,2
4/2016,MS Global Studies & International Relations,10,0.0129,119.06,0
4/2016,MS Global Studies & International Relations,14,0.0164,159.67,0
3/2016,MS Global Studies & International Relations,13,0.0122,187.39,2
3/2016,MS Global Studies & International Relations,11,0.0132,154.23,1
3/2016,MS Global Studies & International Relations,11,0.0104,129.04,0
3/2016,MS Global Studies & International Relations,12,0.0119,128.78,2
3/2016,MS Global Studies & International Relations,10,0.0192,124.87,1
3/2016,MS Global Studies & International Relations,5,0.008,83.57,1
3/2016,MS Global Studies & International Relations,10,0.0172,124.9,0
3/2016,MS Global Studies & International Relations,12,0.0143,132.87,2
3/2016,MS Global Studies & International Relations,10,0.0151,138.32,0
3/2016,MS Global Studies & International Relations,12,0.0215,137.13,1
3/2016,MS Global Studies & International Relations,8,0.0106,129.05,1
3/2016,MS Global Studies & International Relations,12,0.0294,135.54,0
3/2016,MS Global Studies & International Relations,9,0.0155,128.68,1
3/2016,MS Global Studies & International Relations,9,0.0137,131.69,1
3/2016,MS Global Studies & International Relations,11,0.0323,138.94,1
3/2016,MS Global Studies & International Relations,9,0.0136,120.72,0
3/2016,MS Global Studies & International Relations,12,0.0154,131.27,0
3/2016,MS Global Studies & International Relations,10,0.0117,137.94,1
3/2016,MS Global Studies & International Relations,11,0.0167,110.78,0
3/2016,MS Global Studies & International Relations,10,0.0212,140.31,2
3/2016,MS Global Studies & International Relations,12,0.0141,134.76,3
3/2016,MS Global Studies & International Relations,12,0.0303,146.38,0
3/2016,MS Global Studies & International Relations,9,0.018,139.06,1
3/2016,MS Global Studies & International Relations,10,0.0149,159.86,1
3/2016,MS Global Studies & International Relations,11,0.0324,146.97,0
3/2016,MS Global Studies & International Relations,7,0.0094,79.37,0
3/2016,MS Global Studies & International Relations,4,0.0061,61.31,1
3/2016,MS Global Studies & International Relations,9,0.0189,141.65,0
3/2016,MS Global Studies & International Relations,10,0.0135,150.83,1
3/2016,MS Global Studies & International Relations,10,0.0104,94.27,2
3/2016,MS Global Studies & International Relations,9,0.018,143.59,3
2/2016,MS Global Studies & International Relations,10,0.0112,103.56,1
2/2016,MS Global Studies & International Relations,11,0.0156,93.83,1
2/2016,MS Global Studies & International Relations,9,0.0198,116.61,2
2/2016,MS Global Studies & International Relations,14,0.0222,151.58,2
2/2016,MS Global Studies & International Relations,12,0.0216,163.12,2
2/2016,MS Global Studies & International Relations,12,0.02,160.79,1
2/2016,MS Global Studies & International Relations,11,0.028,153.75,1
2/2016,MS Global Studies & International Relations,10,0.013,155.83,2
2/2016,MS Global Studies & International Relations,8,0.011,87.26,2
2/2016,MS Global Studies & International Relations,14,0.0267,149.16,0
2/2016,MS Global Studies & International Relations,11,0.0177,173.86,0
2/2016,MS Global Studies & International Relations,8,0.0087,106.76,0
2/2016,MS Global Studies & International Relations,6,0.0061,84.21,1
2/2016,MS Global Studies & International Relations,11,0.0154,151.65,0
2/2016,MS Global Studies & International Relations,12,0.0209,142.04,2
2/2016,MS Global Studies & International Relations,7,0.0139,143.89,0
2/2016,MS Global Studies & International Relations,11,0.0173,154.1,0
2/2016,MS Global Studies & International Relations,10,0.0143,143.98,0
2/2016,MS Global Studies & International Relations,7,0.0092,85.75,2
2/2016,MS Global Studies & International Relations,9,0.0103,152.17,2
2/2016,MS Global Studies & International Relations,12,0.0566,155.95,3
2/2016,MS Global Studies & International Relations,8,0.0137,153.74,1
2/2016,MS Global Studies & International Relations,6,0.0095,83.16,0
2/2016,MS Global Studies & International Relations,8,0.0127,98.93,3
2/2016,MS Global Studies & International Relations,11,0.0203,141.27,1
2/2016,MS Global Studies & International Relations,8,0.0081,115.93,0
2/2016,MS Global Studies & International Relations,9,0.0142,122.13,1
2/2016,MS Global Studies & International Relations,10,0.016,155.68,2
2/2016,MS Global Studies & International Relations,11,0.0222,149.71,1
1/2016,MS Global Studies & International Relations,15,0.0178,153.57,0
1/2016,MS Global Studies & International Relations,8,0.0116,84.7,0
1/2016,MS Global Studies & International Relations,9,0.0184,155.67,5
1/2016,MS Global Studies & International Relations,11,0.0225,155.9,2
1/2016,MS Global Studies & International Relations,10,0.0145,152.01,0
1/2016,MS Global Studies & International Relations,7,0.0083,86.76,2
1/2016,MS Global Studies & International Relations,10,0.0204,157.7,1
1/2016,MS Global Studies & International Relations,9,0.0198,154.69,1
1/2016,MS Global Studies & International Relations,6,0.0092,61.76,1
1/2016,MS Global Studies & International Relations,7,0.0107,98.8,1
1/2016,MS Global Studies & International Relations,12,0.0291,155.4,2
1/2016,MS Global Studies & International Relations,11,0.0128,119.83,2
1/2016,MS Global Studies & International Relations,10,0.0116,149.73,2
1/2016,MS Global Studies & International Relations,11,0.0198,153.95,1
1/2016,MS Global Studies & International Relations,6,0.0096,80.77,0
1/2016,MS Global Studies & International Relations,5,0.0086,101.95,0
1/2016,MS Global Studies & International Relations,6,0.0086,104.26,1
1/2016,MS Global Studies & International Relations,10,0.0165,152.18,3
1/2016,MS Global Studies & International Relations,7,0.0089,91.5,0
1/2016,MS Global Studies & International Relations,7,0.0109,151.72,0
1/2016,MS Global Studies & International Relations,12,0.0133,140.84,0
1/2016,MS Global Studies & International Relations,7,0.024,112,2
1/2016,MS Global Studies & International Relations,4,0.0062,53.11,0
1/2016,MS Global Studies & International Relations,5,0.006,65.03,1
1/2016,MS Global Studies & International Relations,8,0.0086,153.08,1
1/2016,MS Global Studies & International Relations,7,0.0054,80.52,0
1/2016,MS Global Studies & International Relations,7,0.0055,119.76,0
1/2016,MS Global Studies & International Relations,11,0.0091,124.09,0
1/2016,MS Global Studies & International Relations,12,0.0125,145.16,0
1/2016,MS Global Studies & International Relations,6,0.0171,132,1
1/2016,MS Global Studies & International Relations,8,0.0122,130.7,0
12/2015,MS Global Studies & International Relations,8,0.0108,118.56,1
12/2015,MS Global Studies & International Relations,7,0.0096,152.45,0
12/2015,MS Global Studies & International Relations,11,0.011,146.61,0
12/2015,MS Global Studies & International Relations,11,0.0106,142.03,2
12/2015,MS Global Studies & International Relations,9,0.0113,150.98,1
12/2015,MS Global Studies & International Relations,8,0.0106,84.8,1
12/2015,MS Global Studies & International Relations,9,0.0164,135.22,2
12/2015,MS Global Studies & International Relations,8,0.0141,126.46,1
12/2015,MS Global Studies & International Relations,11,0.0129,155.64,2
12/2015,MS Global Studies & International Relations,10,0.0117,150.44,1
12/2015,MS Global Studies & International Relations,9,0.0124,145.13,0
12/2015,MS Global Studies & International Relations,3,0.0043,23.99,0
12/2015,MS Global Studies & International Relations,4,0.006,44.49,1
12/2015,MS Global Studies & International Relations,9,0.011,116.76,1
12/2015,MS Global Studies & International Relations,4,0.0047,66.82,0
12/2015,MS Global Studies & International Relations,10,0.0098,110.61,0
12/2015,MS Global Studies & International Relations,7,0.0061,91.29,1
12/2015,MS Global Studies & International Relations,13,0.0118,154.48,0
12/2015,MS Global Studies & International Relations,7,0.0079,66.92,1
12/2015,MS Global Studies & International Relations,5,0.0078,54.2,0
12/2015,MS Global Studies & International Relations,10,0.0122,94.57,1
12/2015,MS Global Studies & International Relations,8,0.0082,103.53,0
12/2015,MS Global Studies & International Relations,12,0.0125,149.75,2
12/2015,MS Global Studies & International Relations,9,0.0076,95.84,0
12/2015,MS Global Studies & International Relations,8,0.0071,91.2,1
12/2015,MS Global Studies & International Relations,9,0.0096,96.15,1
12/2015,MS Global Studies & International Relations,9,0.013,113.39,0
12/2015,MS Global Studies & International Relations,11,0.014,125.39,0
12/2015,MS Global Studies & International Relations,12,0.0117,105.94,1
12/2015,MS Global Studies & International Relations,13,0.0114,147.86,2
12/2015,MS Global Studies & International Relations,13,0.0133,154.39,1
11/2015,MS Global Studies & International Relations,15,0.013,157.09,1
11/2015,MS Global Studies & International Relations,8,0.0088,77.49,1
11/2015,MS Global Studies & International Relations,6,0.0071,56.53,0
11/2015,MS Global Studies & International Relations,11,0.0167,146.77,2
11/2015,MS Global Studies & International Relations,11,0.0187,120.18,0
11/2015,MS Global Studies & International Relations,4,0.0049,38.36,0
11/2015,MS Global Studies & International Relations,10,0.01,94.53,2
11/2015,MS Global Studies & International Relations,9,0.0088,117.67,1
11/2015,MS Global Studies & International Relations,5,0.0059,62.44,0
11/2015,MS Global Studies & International Relations,5,0.0064,54.47,1
11/2015,MS Global Studies & International Relations,7,0.0082,76.27,1
11/2015,MS Global Studies & International Relations,11,0.0106,126.84,1
11/2015,MS Global Studies & International Relations,9,0.0073,98.37,0
11/2015,MS Global Studies & International Relations,11,0.0083,113.31,3
11/2015,MS Global Studies & International Relations,15,0.0124,153.29,3
11/2015,MS Global Studies & International Relations,7,0.0073,81.06,1
11/2015,MS Global Studies & International Relations,5,0.0067,60,1
11/2015,MS Global Studies & International Relations,8,0.0083,98.16,0
11/2015,MS Global Studies & International Relations,12,0.0112,126.3,0
11/2015,MS Global Studies & International Relations,3,0.0031,36.31,1
11/2015,MS Global Studies & International Relations,11,0.0098,123.46,1
11/2015,MS Global Studies & International Relations,8,0.0069,89.2,0
11/2015,MS Global Studies & International Relations,12,0.0118,116.87,2
11/2015,MS Global Studies & International Relations,5,0.0063,52.08,0
11/2015,MS Global Studies & International Relations,11,0.0133,119.98,1
11/2015,MS Global Studies & International Relations,10,0.0086,116.76,0
11/2015,MS Global Studies & International Relations,11,0.0114,137.53,1
11/2015,MS Global Studies & International Relations,11,0.0118,137.3,1
11/2015,MS Global Studies & International Relations,10,0.0093,106.38,0
11/2015,MS Global Studies & International Relations,6,0.0068,61.08,1
10/2015,MS Global Studies & International Relations,2,0.0034,25.25,0
10/2015,MS Global Studies & International Relations,4,0.0055,38.3,0
10/2015,MS Global Studies & International Relations,9,0.0107,116.03,2
10/2015,MS Global Studies & International Relations,9,0.0044,66.53,0
10/2015,MS Global Studies & International Relations,8,0.006,114.27,0
10/2015,MS Global Studies & International Relations,7,0.0093,114.8,1
10/2015,MS Global Studies & International Relations,7,0.0096,113.2,0
10/2015,MS Global Studies & International Relations,10,0.0107,139.5,0
10/2015,MS Global Studies & International Relations,7,0.0066,104.47,0
10/2015,MS Global Studies & International Relations,7,0.0068,119.66,1
10/2015,MS Global Studies & International Relations,11,0.0075,136.7,1
10/2015,MS Global Studies & International Relations,8,0.0097,122.22,1
10/2015,MS Global Studies & International Relations,10,0.0079,139.83,0
10/2015,MS Global Studies & International Relations,8,0.0124,117.92,0
10/2015,MS Global Studies & International Relations,9,0.007,117.29,0
10/2015,MS Global Studies & International Relations,6,0.0054,116.13,1
10/2015,MS Global Studies & International Relations,9,0.0088,136.76,1
10/2015,MS Global Studies & International Relations,10,0.0116,134.36,2
10/2015,MS Global Studies & International Relations,9,0.0064,130.72,0
10/2015,MS Global Studies & International Relations,9,0.0068,127.51,1
10/2015,MS Global Studies & International Relations,10,0.0062,117.81,0
10/2015,MS Global Studies & International Relations,9,0.0118,130.77,0
10/2015,MS Global Studies & International Relations,11,0.007,130.74,0
10/2015,MS Global Studies & International Relations,10,0.0073,113.08,3
10/2015,MS Global Studies & International Relations,12,0.0086,142.25,1
10/2015,MS Global Studies & International Relations,13,0.0062,142.67,0
10/2015,MS Global Studies & International Relations,10,0.0042,130.09,0
10/2015,MS Global Studies & International Relations,10,0.0056,102.28,0
10/2015,MS Global Studies & International Relations,6,0.0038,52.27,0
10/2015,MS Global Studies & International Relations,9,0.0112,118.74,2
10/2015,MS Global Studies & International Relations,10,0.0054,128.63,0
9/2015,MS Global Studies & International Relations,14,0.0077,142.82,1
9/2015,MS Global Studies & International Relations,8,0.0032,84.55,0
9/2015,MS Global Studies & International Relations,13,0.007,138.38,2
9/2015,MS Global Studies & International Relations,10,0.0048,101.44,0
9/2015,MS Global Studies & International Relations,7,0.0048,91.68,0
9/2015,MS Global Studies & International Relations,9,0.005,125.05,2
9/2015,MS Global Studies & International Relations,8,0.0034,92.6,0
9/2015,MS Global Studies & International Relations,10,0.0054,133,0
9/2015,MS Global Studies & International Relations,7,0.0047,102.75,0
9/2015,MS Global Studies & International Relations,9,0.0056,99.21,2
9/2015,MS Global Studies & International Relations,11,0.0068,100.52,1
9/2015,MS Global Studies & International Relations,6,0.0049,90.31,1
9/2015,MS Global Studies & International Relations,7,0.0045,91.67,1
9/2015,MS Global Studies & International Relations,8,0.0054,113.49,0
9/2015,MS Global Studies & International Relations,13,0.0086,122.49,1
9/2015,MS Global Studies & International Relations,10,0.0111,102.64,1
9/2015,MS Global Studies & International Relations,8,0.0041,111.1,1
9/2015,MS Global Studies & International Relations,8,0.0071,104.13,1
9/2015,MS Global Studies & International Relations,7,0.0048,116.62,0
9/2015,MS Global Studies & International Relations,7,0.0059,99.3,0
9/2015,MS Global Studies & International Relations,9,0.008,110.42,0
9/2015,MS Global Studies & International Relations,9,0.0035,113.07,1
9/2015,MS Global Studies & International Relations,8,0.0093,117.35,1
9/2015,MS Global Studies & International Relations,7,0.0039,102.27,1
9/2015,MS Global Studies & International Relations,9,0.0081,119.12,0
9/2015,MS Global Studies & International Relations,8,0.0055,83.33,0
9/2015,MS Global Studies & International Relations,8,0.009,106.73,0
9/2015,MS Global Studies & International Relations,8,0.0027,106.39,2
9/2015,MS Global Studies & International Relations,12,0.0046,115.83,0
9/2015,MS Global Studies & International Relations,10,0.0039,112.51,0
8/2015,MS Global Studies & International Relations,8,0.007,83.49,1
8/2015,MS Global Studies & International Relations,7,0.0094,90.64,1
8/2015,MS Global Studies & International Relations,5,0.0051,72.94,0
8/2015,MS Global Studies & International Relations,6,0.0077,52.14,0
